cusip,duration,yield,base_coupon,price,ytm,ytw,moodys_rating,sp_rating,fitch_rating,trade_rating,price_to_par,coupon_yield_spread,ytm_ytw_spread,moodys_numeric,sp_numeric,fitch_numeric,is_investment_grade
OPJAA5PP2,6.7,9.68,5.89,74.93,9.62,9.82,A-,AAA,A,6.8,0.7493000000000001,-3.79,0.20000000000000107,15,21,16,True
SI474S0J5,5.9,4.11,2.79,85.2,3.7,3.7,A,BBB+,A+,10.0,0.852,-1.3200000000000003,0.0,16,14,17,True
GZ4V2EPH6,5.99,1.19,1.48,114.07,0.91,1.88,A,AA+,A+,7.4,1.1406999999999998,0.29000000000000004,0.9699999999999999,16,20,17,True
RT2ZNGOC8,30.0,13.22,8.77,87.33,12.91,13.36,A-,A+,AA+,3.8,0.8733,-4.450000000000001,0.4499999999999993,15,17,20,True
N6YFW1452,11.19,7.14,4.09,94.33,7.18,7.83,A+,AA+,AA-,6.5,0.9433,-3.05,0.6500000000000004,17,20,18,True
5X8YIA278,7.99,7.45,4.73,72.74,7.54,7.92,A+,A+,A-,6.7,0.7273999999999999,-2.7199999999999998,0.3799999999999999,17,17,15,True
9MM3NLK69,10.88,4.52,3.08,103.68,5.47,6.13,AA,AA-,AA-,6.4,1.0368000000000002,-1.4399999999999995,0.6600000000000001,19,18,18,True
PLUKT11N9,9.36,5.7,6.54,105.92,6.22,6.36,A-,AA,A-,10.0,1.0592,0.8399999999999999,0.14000000000000057,15,19,15,True
97KM1WJN4,6.79,1.96,0.0,107.93,2.79,2.85,A-,AA+,A+,7.2,1.0793000000000001,-1.96,0.06000000000000005,15,20,17,True
HSOA22FH3,14.84,6.38,3.85,88.56,5.9,5.9,AA,BBB+,AA,7.2,0.8856,-2.53,0.0,19,14,19,True
C5VBZCER8,19.24,7.63,3.39,76.09,7.62,7.62,AAA,AA+,BBB+,7.3,0.7609,-4.24,0.0,21,20,14,True
KBG983AD9,12.82,2.09,2.74,92.95,2.22,2.44,A+,BBB+,AA+,10.0,0.9295,0.6500000000000004,0.21999999999999975,17,14,20,True
FYWTXP658,5.58,7.13,3.94,71.5,7.28,7.28,A+,BBB,A+,4.9,0.715,-3.19,0.0,17,13,17,True
GVH3EG8L0,8.13,5.73,4.37,87.78,6.05,6.11,A+,A+,AA+,5.9,0.8778,-1.3600000000000003,0.0600000000000005,17,17,20,True
1HVNGJUF4,15.1,8.65,6.39,85.01,8.24,8.46,A+,A+,AA,3.2,0.8501000000000001,-2.2600000000000007,0.22000000000000064,17,17,19,True
QRDEK7J28,9.74,13.67,9.02,66.38,13.32,13.54,A+,A-,A+,5.1,0.6638,-4.65,0.21999999999999886,17,15,17,True
GJTML43D5,8.82,4.68,3.4,84.09,4.74,5.43,AA,A-,BBB+,8.1,0.8409,-1.2799999999999998,0.6899999999999995,19,15,14,True
KD5LE11P7,10.17,8.5,6.02,87.3,8.47,8.47,BBB+,A+,A+,5.2,0.873,-2.4800000000000004,0.0,14,17,17,True
I5W5XBEM4,14.15,4.86,3.5,104.68,4.91,4.91,AA-,A-,A+,6.5,1.0468000000000002,-1.3600000000000003,0.0,18,15,17,True
LIIHKH0B1,22.07,9.22,6.07,82.34,8.61,8.85,A,A-,AA-,5.5,0.8234,-3.1500000000000004,0.2400000000000002,16,15,18,True
ZLSQO0HY9,10.3,4.76,4.19,101.4,5.79,5.79,AA+,BBB+,A-,7.2,1.014,-0.5699999999999994,0.0,20,14,15,True
KPL6MMU53,15.81,7.41,5.01,87.56,7.98,8.61,AA,BBB+,A+,6.9,0.8756,-2.4000000000000004,0.629999999999999,19,14,17,True
1Y30B5OE9,22.06,13.05,10.18,88.91,13.15,13.24,AA,A-,A-,7.2,0.8891,-2.870000000000001,0.08999999999999986,19,15,15,True
XVQ247BN8,30.0,7.25,5.7,72.72,7.16,7.76,AA-,A+,A-,7.1,0.7272,-1.5499999999999998,0.5999999999999996,18,17,15,True
DYGJJOVO4,7.39,7.25,3.99,89.16,7.13,7.22,AA,AA-,A+,9.0,0.8916,-3.26,0.08999999999999986,19,18,17,True
L68K8ZAA3,17.85,7.24,7.51,113.83,7.18,7.75,BBB-,A+,AA+,8.3,1.1383,0.2699999999999996,0.5700000000000003,12,17,20,True
OHHKXPAK8,6.76,8.68,7.38,95.5,8.82,8.94,AA,A-,AA-,7.5,0.955,-1.2999999999999998,0.11999999999999922,19,15,18,True
DZTYSAAP5,24.24,6.12,7.03,105.78,6.64,6.64,BBB,A-,A,6.3,1.0578,0.9100000000000001,0.0,13,15,16,True
XNQ7T9K91,16.73,9.83,7.22,84.51,10.17,10.94,AA+,AA-,A+,3.9,0.8451000000000001,-2.6100000000000003,0.7699999999999996,20,18,17,True
ML8OJM1E7,13.07,9.58,7.2,87.47,9.49,9.49,AAA,A,BBB+,5.5,0.8747,-2.38,0.0,21,16,14,True
3R0JXEXV7,17.37,6.9,4.13,83.56,7.27,7.65,AAA,BBB,A,5.6,0.8356,-2.7700000000000005,0.3800000000000008,21,13,16,True
NRAA2RN80,19.0,6.94,3.95,81.19,7.11,7.11,A+,AA+,AA,7.8,0.8119,-2.99,0.0,17,20,19,True
W6V6XZEH4,12.06,7.59,4.39,67.84,7.07,7.07,A,AAA,BBB+,7.2,0.6784,-3.2,0.0,16,21,14,True
V0K3ZAZJ7,15.09,10.15,6.8,85.38,10.52,10.52,AAA,A+,BBB-,7.3,0.8538,-3.3500000000000005,0.0,21,17,12,True
W4I9TBQN2,12.62,7.93,7.32,99.34,8.42,8.77,BBB+,A+,A+,4.0,0.9934000000000001,-0.6099999999999994,0.34999999999999964,14,17,17,True
0CAO6LME6,4.93,7.84,3.62,75.42,8.28,8.55,A+,A+,A,9.7,0.7542,-4.22,0.27000000000000135,17,17,16,True
I3O65B893,27.66,8.6,6.48,73.41,8.47,8.47,A+,A,BBB,4.6,0.7341,-2.119999999999999,0.0,17,16,13,True
G9BKK9C81,25.52,11.66,6.22,73.89,11.61,11.75,AA-,A+,AAA,2.4,0.7389,-5.44,0.14000000000000057,18,17,21,True
G5OXVROM4,9.83,3.51,3.62,99.72,2.75,3.18,AA,A+,AAA,6.8,0.9972,0.11000000000000032,0.43000000000000016,19,17,21,True
D7YHGZDP7,20.95,6.57,3.84,113.71,6.75,6.9,AA-,AA+,A,10.0,1.1371,-2.7300000000000004,0.15000000000000036,18,20,16,True
RSTROLSI8,10.39,7.02,3.41,82.14,7.97,8.15,BBB-,AA+,AA-,5.6,0.8214,-3.6099999999999994,0.1800000000000006,12,20,18,True
P2K2JIK55,6.12,4.53,1.28,81.95,4.92,5.58,AA-,A-,BBB,6.8,0.8195,-3.25,0.6600000000000001,18,15,13,True
UFOPHWG22,9.57,9.71,5.29,86.88,9.58,9.58,A+,AA-,AA+,5.7,0.8687999999999999,-4.420000000000001,0.0,17,18,20,True
IG2GTQET3,26.07,6.79,4.02,84.48,7.4,7.95,AA-,A+,AAA,5.5,0.8448,-2.7700000000000005,0.5499999999999998,18,17,21,True
K1C2ZX2X0,17.36,8.9,5.47,85.72,8.59,8.9,BBB+,AA+,A+,3.8,0.8572,-3.4300000000000006,0.3100000000000005,14,20,17,True
A64NQYDW7,5.21,9.73,3.71,65.06,8.75,9.17,A,A,A-,6.3,0.6506000000000001,-6.0200000000000005,0.41999999999999993,16,16,15,True
VWDONJNC2,8.82,8.76,8.55,108.14,9.26,9.26,A+,A-,A-,9.0,1.0814,-0.20999999999999908,0.0,17,15,15,True
ZE4ZURZG8,4.91,2.86,3.61,115.48,3.65,4.09,A,AA-,AA,8.2,1.1548,0.75,0.43999999999999995,16,18,19,True
FD8G56VR0,7.01,6.11,4.57,100.11,6.76,7.38,AA-,AA+,AA-,5.1,1.0011,-1.54,0.6200000000000001,18,20,18,True
TFRV07319,21.22,2.19,2.63,114.94,3.14,3.2,AA,A+,AAA,6.0,1.1494,0.43999999999999995,0.06000000000000005,19,17,21,True
OV81FJRR2,16.01,6.36,5.01,92.18,6.31,6.4,AA,AAA,A,6.0,0.9218000000000001,-1.3500000000000005,0.09000000000000075,19,21,16,True
IATQBLOB4,4.94,6.15,4.29,92.99,6.27,6.74,A-,BBB-,AA-,7.3,0.9299,-1.8600000000000003,0.47000000000000064,15,12,18,True
VZIE9KLQ2,11.55,5.54,5.9,90.51,4.94,5.19,A+,A+,A,10.0,0.9051,0.3600000000000003,0.25,17,17,16,True
MFHZXOSB6,10.92,7.86,7.46,89.24,7.23,7.23,BBB,A+,AA-,6.3,0.8924,-0.40000000000000036,0.0,13,17,18,True
EA6J88U57,7.13,10.59,5.48,65.25,9.32,9.44,BBB-,BBB+,A,5.2,0.6525,-5.109999999999999,0.11999999999999922,12,14,16,True
WKYK487N7,30.0,8.58,7.25,80.6,8.57,8.6,A+,AA,BBB,9.1,0.8059999999999999,-1.33,0.02999999999999936,17,19,13,True
U3Q69OLV3,13.83,9.56,5.94,82.84,9.72,9.8,AA+,A-,AA-,7.8,0.8284,-3.62,0.08000000000000007,20,15,18,True
SLO77WAW3,11.45,4.63,2.65,94.01,4.76,5.28,AA-,AA,AA,8.4,0.9401,-1.98,0.5200000000000005,18,19,19,True
XY4ZH8L73,9.04,6.55,7.75,137.4,7.07,7.34,BBB-,AA-,A-,10.0,1.374,1.2000000000000002,0.2699999999999996,12,18,15,True
JRDJC9IH1,14.99,11.73,7.98,79.21,11.66,12.17,A+,A+,BBB+,6.0,0.7920999999999999,-3.75,0.5099999999999998,17,17,14,True
SQRB7B1V2,12.07,7.91,4.22,91.04,7.52,7.84,AA-,AA-,A-,2.5,0.9104000000000001,-3.6900000000000004,0.3200000000000003,18,18,15,True
0JLPA78K3,7.79,4.83,3.63,102.58,5.09,5.5,AA,A,A-,9.6,1.0258,-1.2000000000000002,0.41000000000000014,19,16,15,True
HNO9TYNH2,22.08,8.94,6.42,98.07,8.93,8.93,AA+,AA-,AA-,2.6,0.9806999999999999,-2.5199999999999996,0.0,20,18,18,True
QC5J6WZY8,11.07,6.06,3.9,87.85,6.08,6.46,AA-,AA+,A+,8.0,0.8785,-2.1599999999999997,0.3799999999999999,18,20,17,True
1UYOREU82,16.94,6.46,6.88,94.43,6.08,6.08,A-,BBB+,AA-,3.7,0.9443,0.41999999999999993,0.0,15,14,18,True
0IDMOMHH0,10.6,5.96,6.27,100.23,5.99,6.2,A,AA-,A,6.7,1.0023,0.3099999999999996,0.20999999999999996,16,18,16,True
JE0PJAIP6,2.69,10.07,5.37,88.89,10.17,10.23,AA,A,A-,5.8,0.8889,-4.7,0.0600000000000005,19,16,15,True
TW3356IT4,13.71,8.01,7.74,99.32,7.64,8.1,A+,AA,AA+,5.0,0.9932,-0.2699999999999996,0.45999999999999996,17,19,20,True
S2YG8PAT1,9.37,6.07,5.3,107.38,6.07,6.27,AAA,AA,A,7.2,1.0737999999999999,-0.7700000000000005,0.1999999999999993,21,19,16,True
NUR3DJ202,7.93,8.84,7.25,84.27,9.21,9.26,AA-,A-,BBB+,8.7,0.8427,-1.5899999999999999,0.049999999999998934,18,15,14,True
2UNBZZWX3,18.64,7.31,4.73,86.04,7.44,7.47,A+,AA-,A,4.8,0.8604,-2.579999999999999,0.02999999999999936,17,18,16,True
7VVH12XW9,15.82,5.65,3.37,89.25,5.13,5.64,AA+,A-,A,8.1,0.8925,-2.2800000000000002,0.5099999999999998,20,15,16,True
N6U075TT1,11.36,6.1,4.1,96.01,5.38,5.38,AA,AA-,AA-,5.4,0.9601000000000001,-2.0,0.0,19,18,18,True
AKKUOJDQ1,22.59,5.76,4.36,97.8,5.58,6.41,BBB+,AA,A,5.6,0.978,-1.3999999999999995,0.8300000000000001,14,19,16,True
IZ1FUCRY6,5.6,9.2,6.64,78.16,8.77,9.3,A,AA-,A,6.8,0.7816,-2.5599999999999996,0.5300000000000011,16,18,16,True
YBMSG8JD2,13.41,5.39,4.7,82.46,4.51,4.75,A-,AAA,AA-,5.3,0.8245999999999999,-0.6899999999999995,0.2400000000000002,15,21,18,True
ON3MSP252,10.87,1.17,3.01,107.31,2.37,2.81,AAA,A+,BBB,4.8,1.0731,1.8399999999999999,0.43999999999999995,21,17,13,True
QB30BC942,30.0,9.01,5.43,74.86,9.07,9.74,BBB-,AA+,AAA,5.5,0.7486,-3.58,0.6699999999999999,12,20,21,True
FKI33JLS6,17.05,7.65,6.18,86.92,7.7,8.37,AA-,AA-,AAA,8.4,0.8692,-1.4700000000000006,0.669999999999999,18,18,21,True
0ESQKZ8I6,19.97,5.3,2.3,91.74,4.17,4.17,AA-,AA+,AA,6.8,0.9174,-3.0,0.0,18,20,19,True
699569AS5,11.57,3.45,1.71,107.93,3.46,3.73,BBB,AA+,AA-,5.6,1.0793000000000001,-1.7400000000000002,0.27,13,20,18,True
98ML73AY5,8.75,6.31,3.8,77.52,6.51,7.13,AA,A-,A,7.5,0.7752,-2.51,0.6200000000000001,19,15,16,True
UDVFFTNL4,26.85,3.75,2.97,83.51,3.64,3.98,A+,BBB+,A,6.4,0.8351000000000001,-0.7799999999999998,0.33999999999999986,17,14,16,True
BY7BYYAP7,7.07,6.75,4.69,95.56,6.75,6.75,A,AA+,AA-,7.6,0.9556,-2.0599999999999996,0.0,16,20,18,True
YSBASDX78,11.13,6.43,7.75,121.92,5.72,5.84,AAA,A-,BBB-,3.2,1.2192,1.3200000000000003,0.1200000000000001,21,15,12,True
6R0QX7ST1,15.24,7.81,5.74,92.96,7.6,7.6,A+,AA+,A,4.2,0.9296,-2.0699999999999994,0.0,17,20,16,True
TSEHM8NP6,15.07,6.08,5.04,99.69,6.98,7.12,AA,A,A,5.6,0.9969,-1.04,0.13999999999999968,19,16,16,True
2ZHEIXOJ5,13.68,4.58,2.59,105.67,4.89,5.03,AA,A+,AA,7.7,1.0567,-1.9900000000000002,0.14000000000000057,19,17,19,True
PTLW38N59,18.94,5.39,4.1,96.18,5.17,5.35,A+,A,AA+,7.4,0.9618000000000001,-1.29,0.17999999999999972,17,16,20,True
1ZOERYF04,8.34,1.85,1.87,84.05,1.97,2.22,BBB,A+,AA-,8.0,0.8405,0.020000000000000018,0.2500000000000002,13,17,18,True
7QKO7DGO8,8.65,5.63,6.58,113.7,5.02,5.44,AA,BBB+,AA+,8.7,1.137,0.9500000000000002,0.4200000000000008,19,14,20,True
5ZHAX3TQ5,5.68,7.39,5.07,86.5,6.62,7.41,A+,A+,A,4.1,0.865,-2.3199999999999994,0.79,17,17,16,True
BG7HHFPB4,7.77,4.06,2.34,100.63,3.99,4.65,A+,AA,A+,10.0,1.0063,-1.7199999999999998,0.6600000000000001,17,19,17,True
1P0C3SXQ8,9.25,4.4,2.95,97.19,4.4,4.82,A+,A-,A-,9.9,0.9719,-1.4500000000000002,0.41999999999999993,17,15,15,True
65KY8E6N6,22.6,5.88,2.86,96.82,4.99,5.28,A+,AAA,AA+,3.8,0.9682,-3.02,0.29000000000000004,17,21,20,True
EQVGF07A1,17.2,0.9,0.0,85.25,0.39,0.39,AAA,A,BBB,7.1,0.8525,-0.9,0.0,21,16,13,True
KSJD74OH5,17.11,5.7,2.7,89.63,4.84,4.84,AA-,A,A-,5.8,0.8963,-3.0,0.0,18,16,15,True
LMLCUMTP4,9.68,6.92,2.73,61.85,6.62,6.89,A+,A,AA,7.1,0.6185,-4.1899999999999995,0.2699999999999996,17,16,19,True
XLOB84D56,15.02,10.78,7.8,70.09,11.3,11.3,A-,AA+,A+,7.3,0.7009000000000001,-2.9799999999999995,0.0,15,20,17,True
F4D6MONZ8,3.84,8.94,5.31,91.84,9.35,9.52,A,A,A-,10.0,0.9184,-3.63,0.16999999999999993,16,16,15,True
6A6UMVYH3,18.53,4.93,3.77,83.19,5.15,5.58,A,A+,BBB+,8.4,0.8319,-1.1599999999999997,0.4299999999999997,16,17,14,True
TYIHOEUH1,3.69,7.53,4.85,81.25,7.18,7.81,AAA,A-,AAA,7.9,0.8125,-2.6800000000000006,0.6299999999999999,21,15,21,True
KS718ASK7,5.7,7.62,4.29,89.07,7.87,8.09,AA+,A+,A,6.5,0.8906999999999999,-3.33,0.21999999999999975,20,17,16,True
J44RTDT17,10.82,7.9,5.54,102.04,7.41,7.52,BBB+,AA+,AA-,6.6,1.0204,-2.3600000000000003,0.10999999999999943,14,20,18,True
JZ3TRAZG5,17.23,7.81,4.22,88.22,8.15,8.15,A+,A-,BBB+,8.9,0.8822,-3.59,0.0,17,15,14,True
V3V4T7QO9,12.61,4.22,3.72,86.5,4.84,4.84,AA-,A,AA-,7.6,0.865,-0.49999999999999956,0.0,18,16,18,True
M55772CA8,9.32,1.91,1.59,110.73,1.83,1.87,BBB,A,A,4.9,1.1073,-0.31999999999999984,0.040000000000000036,13,16,16,True
6ZAKYIWT2,6.73,10.32,6.04,73.65,10.18,10.22,AA-,AA-,BBB-,2.9,0.7365,-4.28,0.040000000000000924,18,18,12,True
YSXZV4V85,12.38,5.14,3.48,82.49,5.58,6.09,A+,AA-,AA-,8.3,0.8249,-1.6599999999999997,0.5099999999999998,17,18,18,True
TROHK9EG1,8.05,3.05,3.67,101.83,3.53,3.53,BBB,A+,AA+,7.9,1.0183,0.6200000000000001,0.0,13,17,20,True
EQPVGHKV1,9.27,8.97,4.46,90.85,8.32,8.77,AAA,BBB,AA,5.2,0.9085,-4.510000000000001,0.4499999999999993,21,13,19,True
QGNC2J7F3,22.09,6.66,7.03,111.07,6.99,6.99,BBB+,BBB,AA+,8.6,1.1107,0.3700000000000001,0.0,14,13,20,True
HBAJ4USW0,16.05,8.27,5.68,73.81,8.79,9.34,A+,AAA,A+,5.0,0.7381,-2.59,0.5500000000000007,17,21,17,True
1MU0X5GZ6,10.34,3.59,1.75,95.8,3.4,3.72,A,BBB,AA+,6.6,0.958,-1.8399999999999999,0.3200000000000003,16,13,20,True
7O4N5X9N4,12.04,6.99,4.65,84.61,6.92,7.37,AA-,AA-,A,6.7,0.8461,-2.34,0.4500000000000002,18,18,16,True
2NN1MQRF1,12.28,9.18,4.83,91.14,9.58,9.58,AA+,AA,A-,5.7,0.9114,-4.35,0.0,20,19,15,True
P0H48O0P1,8.23,4.24,3.62,88.55,4.21,4.21,A,A+,A,8.2,0.8855,-0.6200000000000001,0.0,16,17,16,True
ZF42DQ3B4,14.94,5.8,5.91,102.57,6.51,6.92,A,A+,AA+,9.6,1.0256999999999998,0.11000000000000032,0.41000000000000014,16,17,20,True
4RR4Z5J02,17.14,8.19,4.58,105.59,7.8,7.8,BBB+,A,A-,3.5,1.0559,-3.6099999999999994,0.0,14,16,15,True
FQM5EOU31,30.0,6.74,3.5,73.6,5.94,5.94,A,BBB+,AA+,6.9,0.736,-3.24,0.0,16,14,20,True
54QCFS8N3,9.26,8.14,6.72,92.45,8.15,8.15,AA+,A+,BBB+,7.4,0.9245,-1.4200000000000008,0.0,20,17,14,True
JLLSOUNA8,13.82,8.87,4.25,66.7,8.52,8.57,AA,AA+,AA,6.5,0.667,-4.619999999999999,0.05000000000000071,19,20,19,True
L6ENSS8D3,18.09,8.54,5.68,95.4,8.37,8.39,AA-,AA,A+,7.7,0.9540000000000001,-2.8599999999999994,0.02000000000000135,18,19,17,True
HLJZZX4U9,4.17,9.64,6.07,77.46,9.31,9.81,BBB+,BBB,AA-,6.0,0.7746,-3.5700000000000003,0.5,14,13,18,True
FJ6GZ2L03,12.72,2.22,0.56,83.21,2.3,3.4,AA,A-,A,7.2,0.8321,-1.6600000000000001,1.1,19,15,16,True
12SIMIEP1,13.3,6.75,5.33,108.83,6.19,6.5,A,AA,A,8.1,1.0883,-1.42,0.3099999999999996,16,19,16,True
NJ532XZ55,9.89,7.87,4.41,91.87,7.25,7.47,AA+,AAA,AA,5.8,0.9187000000000001,-3.46,0.21999999999999975,20,21,19,True
EMUO2PQU0,10.59,6.68,5.85,92.97,6.73,6.73,A,AA,AA+,7.8,0.9297,-0.8300000000000001,0.0,16,19,20,True
8X4M1NN60,6.12,7.4,3.87,103.22,6.61,6.61,A+,A,A,6.6,1.0322,-3.5300000000000002,0.0,17,16,16,True
PP5YISP62,12.19,5.93,2.41,79.97,6.2,7.07,AA+,A+,AA+,6.7,0.7997,-3.5199999999999996,0.8700000000000001,20,17,20,True
QVQ4WCFI4,7.79,4.69,4.18,103.98,5.12,5.25,AA,A+,AA-,7.5,1.0398,-0.5100000000000007,0.1299999999999999,19,17,18,True
PK2GCHKD4,11.91,8.51,3.47,84.37,7.96,8.42,AAA,A,A+,7.4,0.8437,-5.039999999999999,0.45999999999999996,21,16,17,True
RWO4Q0U00,14.67,7.7,5.78,102.63,8.25,8.26,A+,AA,A-,6.6,1.0263,-1.92,0.009999999999999787,17,19,15,True
GD5XUJWQ6,11.65,8.77,7.05,84.4,8.63,9.11,A+,BBB,AA+,6.9,0.8440000000000001,-1.7199999999999998,0.47999999999999865,17,13,20,True
88WBTK4O0,8.99,9.22,5.42,76.08,8.28,8.67,AA,AA-,AA-,6.2,0.7608,-3.8000000000000007,0.39000000000000057,19,18,18,True
6SZY2GAU5,11.1,8.41,3.76,73.96,9.05,9.54,AAA,AA,A,3.3,0.7395999999999999,-4.65,0.48999999999999844,21,19,16,True
3GDASQ8D7,11.01,7.89,4.99,92.19,7.52,7.74,A-,A+,A-,6.4,0.9218999999999999,-2.8999999999999995,0.22000000000000064,15,17,15,True
ZRQJS5X08,17.74,6.53,6.25,99.15,7.07,7.73,A,AA,AA,6.7,0.9915,-0.28000000000000025,0.6600000000000001,16,19,19,True
CUVY0NUQ1,14.13,8.22,5.93,91.63,9.07,9.59,BBB+,A+,A,6.2,0.9163,-2.290000000000001,0.5199999999999996,14,17,16,True
7ZFYZ5A13,11.63,3.08,2.57,106.74,2.77,2.77,AA,AA,A+,6.2,1.0674,-0.5100000000000002,0.0,19,19,17,True
WIPDZ3346,12.28,7.44,6.8,112.0,7.7,8.21,A-,AA,A,4.2,1.12,-0.6400000000000006,0.5100000000000007,15,19,16,True
2KFY89BS5,12.8,4.76,4.89,111.72,4.35,4.37,A,AA,A+,9.0,1.1172,0.1299999999999999,0.020000000000000462,16,19,17,True
B927SL557,18.62,5.36,2.53,92.11,5.02,5.39,AA+,A,AA-,6.5,0.9211,-2.8300000000000005,0.3700000000000001,20,16,18,True
B4CRGGU34,9.68,6.37,4.87,97.41,6.1,6.32,A,AA-,BBB+,7.4,0.9741,-1.5,0.22000000000000064,16,18,14,True
TP1UB38C8,10.33,8.97,6.46,90.65,9.2,9.2,AA+,AA+,BBB-,6.0,0.9065000000000001,-2.5100000000000007,0.0,20,20,12,True
1AT6YUKJ1,21.77,5.93,3.38,90.39,5.88,5.93,AA,AAA,AA-,6.7,0.9039,-2.55,0.04999999999999982,19,21,18,True
GS50TZ4T5,14.4,11.49,7.86,68.76,11.8,12.4,A-,AAA,A-,3.9,0.6876000000000001,-3.63,0.5999999999999996,15,21,15,True
OX3LX2Z77,20.82,12.49,9.04,86.06,13.31,14.03,BBB-,A,A+,2.1,0.8606,-3.450000000000001,0.7199999999999989,12,16,17,True
T3UT4X1X6,8.09,10.81,8.06,72.26,11.0,11.0,AA,BBB-,BBB-,6.9,0.7226,-2.75,0.0,19,12,12,True
TE1O676A2,21.31,9.14,6.1,100.79,9.1,9.11,A,A,AA-,4.2,1.0079,-3.040000000000001,0.009999999999999787,16,16,18,True
1M8AEJ2A2,30.0,8.52,5.01,95.83,8.15,8.21,A,A+,AA,5.6,0.9582999999999999,-3.51,0.0600000000000005,16,17,19,True
FNS8ZJ0D5,9.99,12.07,8.64,87.59,12.33,12.93,A,A-,A-,6.0,0.8759,-3.4299999999999997,0.5999999999999996,16,15,15,True
HSCKB90L0,12.45,4.32,6.12,106.01,4.44,4.44,AA-,BBB+,A+,7.1,1.0601,1.7999999999999998,0.0,18,14,17,True
WS2ZJRZZ1,5.11,8.01,7.23,94.57,8.48,8.76,BBB+,A,AA,4.4,0.9457,-0.7799999999999994,0.27999999999999936,14,16,19,True
88JSQRYK6,16.69,6.73,3.39,76.97,6.86,7.31,BBB-,A+,A-,10.0,0.7696999999999999,-3.3400000000000003,0.4499999999999993,12,17,15,True
CUU6LTPW0,11.12,6.55,4.03,90.51,6.21,6.36,AA,AA,A+,6.1,0.9051,-2.5199999999999996,0.15000000000000036,19,19,17,True
PCK5YUTY8,9.53,6.05,4.43,89.51,6.02,6.36,AA-,A-,AA-,8.6,0.8951,-1.62,0.34000000000000075,18,15,18,True
BH387I0X3,7.33,4.91,3.48,87.06,5.59,5.59,AA+,AA,A-,10.0,0.8706,-1.4300000000000002,0.0,20,19,15,True
TC6SV25P2,9.91,5.1,3.15,81.75,5.39,5.39,A-,AA+,A+,9.0,0.8175,-1.9499999999999997,0.0,15,20,17,True
RUUYDXE34,6.8,4.9,5.04,108.51,4.47,4.67,A+,AA-,A-,7.6,1.0851,0.13999999999999968,0.20000000000000018,17,18,15,True
BZQFNHBP8,11.49,8.34,3.73,73.75,9.25,9.7,A-,A-,AA-,5.9,0.7375,-4.609999999999999,0.4499999999999993,15,15,18,True
OXS8L6BO2,22.46,5.5,5.27,93.89,6.35,6.53,A+,A+,A-,5.3,0.9389,-0.23000000000000043,0.1800000000000006,17,17,15,True
60PKURK65,19.6,3.71,4.27,93.53,4.49,4.61,AA+,AA,BBB,9.2,0.9353,0.5599999999999996,0.1200000000000001,20,19,13,True
XY7KX5Q85,13.89,3.96,2.49,119.48,3.35,3.74,A+,AA-,A,8.1,1.1948,-1.4699999999999998,0.3900000000000001,17,18,16,True
6V3PNVG93,13.58,3.92,2.81,86.04,3.62,3.66,A-,AA,BBB+,6.0,0.8604,-1.1099999999999999,0.040000000000000036,15,19,14,True
OCSP1FF56,12.6,7.37,5.89,82.66,7.1,7.66,AA+,A+,A-,4.7,0.8266,-1.4800000000000004,0.5600000000000005,20,17,15,True
HDJ3HVNO2,9.34,6.31,5.97,105.08,6.52,6.63,AA,AA,AAA,5.1,1.0508,-0.33999999999999986,0.11000000000000032,19,19,21,True
GS1093CV2,14.13,9.78,5.75,86.73,9.71,9.71,AA-,AA+,A+,7.8,0.8673000000000001,-4.029999999999999,0.0,18,20,17,True
QJW3LMH12,7.63,6.1,3.66,85.94,4.98,4.98,A-,AA+,A+,7.5,0.8593999999999999,-2.4399999999999995,0.0,15,20,17,True
LF1BZEJX8,30.0,5.96,2.2,77.56,5.66,5.66,A+,A+,BBB+,6.7,0.7756000000000001,-3.76,0.0,17,17,14,True
9A81KU5C6,15.71,11.73,12.85,122.88,11.58,11.87,AAA,AA-,AA,4.6,1.2288,1.1199999999999992,0.28999999999999915,21,18,19,True
3TMH37MZ7,13.8,3.99,3.21,90.65,4.6,4.66,AA-,A,AA+,4.5,0.9065000000000001,-0.7800000000000002,0.0600000000000005,18,16,20,True
UBEHN3J66,8.45,9.54,6.52,103.34,9.46,9.86,AA+,AAA,A-,8.2,1.0334,-3.0199999999999996,0.3999999999999986,20,21,15,True
DG9G892R1,26.23,6.22,5.28,83.22,6.47,6.73,AA-,A+,A,6.5,0.8321999999999999,-0.9399999999999995,0.2600000000000007,18,17,16,True
3CJYLJUT6,18.81,4.76,4.09,106.22,5.19,5.83,BBB-,AA-,AA-,8.3,1.0622,-0.6699999999999999,0.6399999999999997,12,18,18,True
YOXK8AEU0,11.54,4.17,3.4,83.64,3.94,3.94,BBB+,AA+,AA+,6.5,0.8364,-0.77,0.0,14,20,20,True
IWSOM4R62,14.33,4.83,2.7,59.45,4.74,4.74,A,A,A,6.7,0.5945,-2.13,0.0,16,16,16,True
YT4FZFZM9,18.78,8.18,5.33,92.74,8.5,8.5,A+,AA-,BBB+,7.4,0.9274,-2.8499999999999996,0.0,17,18,14,True
9WW2DEB97,21.49,3.55,2.79,90.1,3.29,3.29,A+,A-,AA+,8.1,0.9009999999999999,-0.7599999999999998,0.0,17,15,20,True
